"X1" "X2" "Y"
"1" -14.1879542289125 9.32225534221614 1
"2" -18.9841289932468 3.75564662737629 1
"3" -5.95571915136003 13.3614804096664 1
"4" -14.7372155807717 5.38992462631268 1
"5" 19.4654656236602 -4.58779185636586 -1
"6" 1.69701372987596 -12.5226595994933 -1
"7" -16.8501731693597 2.0391046330228 1
"8" -4.5629149592446 -1.56759877676543 -1
"9" 11.7669754481852 -11.2656692001766 -1
"10" -6.44110689857588 -3.80786618957902 -1
"11" -19.058976120887 0.907680985597068 1
"12" 3.8089016332405 7.31581965267077 1
"13" -5.28961439020901 -7.73717858449664 -1
"14" 4.8359793771833 2.19584399662635 1
"15" -9.55257607181775 13.7632117664484 1
"16" 16.7168751427529 -6.56255272703714 -1
"17" -11.1327680151451 8.71934106721021 1
"18" -17.6455113392781 1.83852430455807 1
"19" -4.35273244321264 -9.91668241915937 -1
"20" 20.6489763948743 -0.596114243433353 -1
"21" -18.8304257347388 4.81554653038266 1
"22" -13.0667012679263 12.0226912390515 1
"23" 4.14621874610588 3.91216103960363 1
"24" 4.48299867914411 1.17726934453916 1
"25" 16.853077983263 -2.77804977923487 -1
"26" 15.4508050936755 -8.08984376518447 -1
"27" -12.2225086674292 10.4933738259548 1
"28" 3.81518002099077 6.35193187490411 1
"29" -7.29899860703142 13.1068956137982 1
"30" -0.681670182692359 -9.14731477523391 -1
"31" 13.4800459223283 -7.64499700936466 -1
"32" -12.0402113616005 13.0245637210015 1
"33" -10.4589491181127 12.8951996227464 1
"34" 4.3182150703072 8.24569314752239 1
"35" -10.5078258979915 10.9309353276261 1
"36" -1.20649332813575 11.185743164936 1
"37" -5.11769892380553 10.0547207206111 1
"38" 19.4372867708348 0.179407218628259 -1
"39" -4.21413737709451 9.96151992882579 1
"40" 6.91842815072347 0.257385453331598 1
"41" -14.822044341055 10.9826476602373 1
"42" -16.6245697233019 5.820911639632 1
"43" -20.6472263964118 0.843338386004261 1
"44" 4.88373016397836 -13.0419857037757 -1
"45" -4.17293773736863 10.4286332795294 1
"46" -3.73658531811079 -7.23654955841 -1
"47" 12.3912323919018 -10.9893496773293 -1
"48" 5.21453286798874 -10.0414305547209 -1
"49" -16.6761191419351 6.62918412668346 1
"50" -0.842064798307067 10.5991244944993 1
"51" 10.1134752479071 -12.2204378083951 -1
"52" -1.08074195517672 -7.48206588693298 -1
"53" 16.5150734227576 -1.88586730118446 -1
"54" 2.44655567057937 -11.4009239907442 -1
"55" 8.47715655304817 0.359148063318105 1
"56" -10.1927354634666 12.647078505449 1
"57" 7.59859912715834 -10.869457593621 -1
"58" -9.44180635499345 13.1362497483371 1
"59" 2.87319103438125 -14.2955363376625 -1
"60" 5.1973692098529 -12.0112510865628 -1
"61" -20.3219118022069 -0.0206102497117647 1
"62" 18.8265206618091 -1.98732659001321 -1
"63" 4.93015722103066 -12.4816792840816 -1
"64" 19.0922625600983 -2.14240408632778 -1
"65" 16.2730986222243 -0.280172550351473 -1
"66" -17.1747784169444 1.7432017176645 1
"67" -0.87010797750032 -7.47872861925162 -1
"68" 15.0852220403069 -5.14094482432296 -1
"69" 7.1289983356199 -11.2827645075445 -1
"70" 3.92133677896058 -11.4013674255575 -1
"71" 17.9876247515411 -1.6103776663799 -1
"72" -16.9897320152451 0.308939807856134 1
"73" -5.28917460160937 14.5569236581121 1
"74" -17.0567778669421 4.83383000614085 1
"75" 16.5144680020317 -6.37772146688073 -1
"76" 6.3914352066191 -14.6416266651138 -1
"77" 1.95101827094825 -12.7949933510757 -1
"78" -16.3674318748227 4.28166324429254 1
"79" -13.943439501166 9.81877584621448 1
"80" 11.3476950383016 -13.2520087959476 -1
"81" 16.650777477646 -3.02724342697091 -1
"82" -18.9648404905862 7.62169895131298 1
"83" -0.132468396932772 -8.76144988182664 -1
"84" 4.71760624355441 -12.9461874306894 -1
"85" -19.3318807908861 3.64423148863565 1
"86" -3.7238461010812 -3.09585915426935 -1
"87" 7.33036345026865 -12.6552845620938 -1
"88" -4.25457688494842 11.8826242577639 1
"89" -5.26514942972876 -7.74384681871389 -1
"90" 16.0276207240366 -8.94468981129199 -1
"91" 1.81745962941158 -9.10926729181829 -1
"92" -19.4859855878962 1.75730396018357 1
"93" -15.7346075819596 10.6577160961976 1
"94" 6.28328372974631 -13.0554266582012 -1
"95" 2.98785226555186 -12.6202178919733 -1
"96" -17.443573419594 3.67268145247015 1
"97" -4.80253539903021 13.9036244423762 1
"98" -0.965478438495326 10.7684312740559 1
"99" -8.04315844782716 10.5108354467877 1
"100" -2.74870789682883 11.8743142591591 1
"101" 7.09247920084082 1.88978094301346 1
"102" -10.2905080810155 12.7339831626502 1
"103" 7.86369605483957 3.27050430481217 1
"104" 3.67313818662966 6.40066651704396 1
"105" -7.94862215954702 -3.96995614730931 -1
"106" -8.53537140201783 9.88872173848 1
"107" -3.23544158059028 14.1779038023315 1
"108" 1.82879428473558 12.1897107617924 1
"109" -13.5347655343496 9.50398358324407 1
"110" -6.20822822579159 10.0048160350674 1
"111" -14.3520059334895 11.7135358669504 1
"112" -17.2788236631014 3.91125278176748 1
"113" -13.6415934243811 9.22922555297214 1
"114" 1.27834658464867 7.75463482117081 1
"115" 19.0288534740683 -4.49943338427936 -1
"116" 10.2110067944056 -10.0053349684119 -1
"117" 10.058431664374 -10.3570176786001 -1
"118" -18.727282228149 4.98222754046215 1
"119" 6.71731351720453 -14.0385181928434 -1
"120" 14.286745119057 -8.84297993490468 -1
"121" 19.837863782146 -5.57273128622306 -1
"122" 1.21778918780946 12.0211146852752 1
"123" 9.59677957928418 -12.2921209739867 -1
"124" -13.944646670531 10.2669506245651 1
"125" 18.2610554548536 -6.79902652202328 -1
"126" 5.55284821812384 0.846225228413973 1
"127" 10.601107955881 -8.99980831739533 -1
"128" 15.4834969519826 -10.4717260759651 -1
"129" -4.8297521409875 -4.30898078455798 -1
"130" -0.224878435746892 -7.69650393798663 -1
"131" -5.3723531738044 -0.0125864901096208 -1
"132" 5.63843060736581 4.03274058696188 1
"133" 0.618107058363939 12.0439436940832 1
"134" -6.33246258290924 12.0588475331703 1
"135" 8.21125754690548 -14.1015370943815 -1
"136" -3.62574702783602 -8.53797920749704 -1
"137" -8.17836292417653 -2.13258401246745 -1
"138" 13.5601770475557 -11.2123931014576 -1
"139" -5.31609996788374 -6.94487731772621 -1
"140" -4.52788001527687 -0.54947092839817 -1
"141" -2.19669449529721 -5.18109910998375 -1
"142" -20.309847457629 -0.218916060369718 1
"143" 16.2220138167436 -9.41486178603834 -1
"144" -13.0001219651622 12.9872510670437 1
"145" -14.4653942384181 8.10492604176253 1
"146" -20.6686162577945 2.50411174215031 1
"147" -15.8910682751469 10.2356110808719 1
"148" 15.8972906978807 -6.86498406917703 -1
"149" 12.6491693466309 -12.1406139322708 -1
"150" -17.028011727517 1.00159956886582 1
"151" -4.87443439804745 -5.80671341242813 -1
"152" 3.14959303233854 -9.92156977769263 -1
"153" -15.960061023024 7.17002404549653 1
"154" -5.95822145248498 -1.72376450436247 -1
"155" 3.6978882876279 1.24291773110247 1
"156" 6.26172566482946 6.06567698353105 1
"157" -18.0283314735013 6.48152211082576 1
"158" -4.29050850200908 -4.87525163045272 -1
"159" -1.09277068114087 -10.0581836006513 -1
"160" -5.01433596003791 -6.67629535259021 -1
"161" 3.38302151703467 2.61018144159582 1
"162" 19.6430396589213 -1.32974142635757 -1
"163" 5.78233318604701 6.81569514756625 1
"164" 1.72569164074072 10.358770805583 1
"165" 1.45407617122522 -13.7237844565316 -1
"166" 3.49788106646645 -9.54188860791349 -1
"167" -1.43035920954256 -9.56813157621163 -1
"168" -5.74127986258266 -8.59184470807232 -1
"169" 6.22216684921392 -10.7979081125744 -1
"170" -4.8372090953136 -0.487619482369814 -1
"171" -3.75126229035643 -2.74577690370479 -1
"172" 14.8570344717039 -4.85284783214929 -1
"173" 4.81068994518403 -11.7308142824256 -1
"174" 16.2071925762934 -4.12584360080917 -1
"175" 14.784674232183 -7.2724600586557 -1
"176" 1.42113721984445 -8.62723611873265 -1
"177" 2.64316444951993 6.83365908716384 1
"178" -1.23177415178239 10.23060028503 1
"179" 18.9736076349557 -4.84611822358491 -1
"180" -0.205767824164261 -11.7089700038792 -1
"181" 1.95027902761482 11.2822624837011 1
"182" -17.5142747841206 2.83739388989504 1
"183" 6.26090101729893 6.01772110133007 1
"184" -18.4592813780987 4.19928488146223 1
"185" -20.9103681817615 0.0315528004256947 1
"186" -11.0903212622279 13.6327082980145 1
"187" 2.94459700467162 -9.77893483934447 -1
"188" 6.93381837410585 1.95787790575382 1
"189" 10.3638657986557 -10.0550409946862 -1
"190" 10.9960208291231 -11.6272200226729 -1
"191" -2.16507661883292 -7.19816438815456 -1
"192" -1.28037405349176 -9.20528244569715 -1
"193" -17.4486454932004 7.41513178369731 1
"194" -4.03606117139441 -4.18412000243398 -1
"195" -7.75552637847605 -3.66948288599394 -1
"196" 6.26335329025703 -12.754708484606 -1
"197" 15.593693971243 -4.80080846858542 -1
"198" -12.8558954354723 7.88546948623674 1
"199" -11.7810849082657 12.8053724736111 1
"200" -7.83274070896856 -1.00493510016446 -1
"201" 3.84402611101424 -10.3581096407904 -1
"202" -6.59403386673938 11.9450073078914 1
"203" 4.86777444089239 -10.9491109964968 -1
"204" -0.26464953699728 11.032059327422 1
"205" -17.6235777979968 8.30748276122052 1
"206" 13.3707495600516 -11.355696222967 -1
"207" 5.97986549021303 7.46225229556349 1
"208" -3.6975250972422 -9.93121501961881 -1
"209" 15.5109013353592 -6.37164289420465 -1
"210" -0.119828537098422 -7.69160016748896 -1
"211" -19.4103269641878 5.46579127791151 1
"212" -3.83327162383293 13.0313762400477 1
"213" 6.53491203231767 6.92866637088869 1
"214" -7.17556365607549 -5.8305635633196 -1
"215" 17.0138660532984 -1.71775858123495 -1
"216" 19.6602238461778 0.171655557714197 -1
"217" 10.5898736922404 -13.3910870186992 -1
"218" -14.717305789791 11.2930198876454 1
"219" 0.506926853057008 8.2365478765504 1
"220" 18.7850861785869 -1.142607626299 -1
"221" -5.34624973775565 -5.15658971603032 -1
"222" 11.1385312649972 -9.60509694950182 -1
"223" 7.59232347724783 0.209523683266088 1
"224" 3.5631337411231 10.6615593238613 1
"225" 2.29131091376024 -11.2578882185534 -1
"226" -1.59146638680827 9.63651195860969 1
"227" 15.9172726317105 -6.5485564160978 -1
"228" -14.793698140714 5.73609711475827 1
"229" 0.448741269872417 10.7628689432906 1
"230" 11.5819550656519 -8.22461761854255 -1
"231" 11.8403840718518 -9.69123124345858 -1
"232" 2.59005974643634 9.24063284952057 1
"233" -10.9223642251266 13.5314870685635 1
"234" 9.94257386647707 -12.2107407567137 -1
"235" 3.50121966152548 7.04933224662293 1
"236" 6.6670332158473 -9.96740130028616 -1
"237" -14.1077499727709 8.24950072849566 1
"238" -4.5308029107291 -4.57274245952273 -1
"239" -11.7471944121372 8.3765347184248 1
"240" 5.2481424959006 -10.9791552164768 -1
"241" -6.54293707095864 -6.46638170593228 -1
"242" 0.179543926039285 12.7025031496002 1
"243" -3.39248057213492 13.8924700267146 1
"244" 3.89595545083839 -11.2103426277903 -1
"245" 5.45560209877314 -11.0598378865028 -1
"246" 7.27446399236715 -13.0691693391729 -1
"247" -4.11607542104705 13.3871475241172 1
"248" 4.40303909832598 -12.8217082523245 -1
"249" -12.5180058182487 13.2202623541987 1
"250" -2.79325501229414 -6.27076994634798 -1
"251" 9.01328298045499 -11.876149273499 -1
"252" 18.0639323531064 -5.8812564106818 -1
"253" 1.11035792457405 -9.55608235946205 -1
"254" -12.9465923319746 9.09617187730325 1
"255" -0.639464668650081 -12.7785481374418 -1
"256" -0.199015749476656 -8.25097806021114 -1
"257" 14.1598154741448 -11.9518837761192 -1
"258" 1.8000485818282 -10.6380639727253 -1
"259" 1.8663624299232 11.2878138694479 1
"260" 15.9617140360511 -3.98521433436847 -1
"261" 0.248101361194357 -11.5756545094358 -1
"262" -4.63734464711909 11.1106431926113 1
"263" -15.4814083839575 5.14469500534125 1
"264" -11.5770536770211 8.74068878885992 1
"265" 16.4850856137927 -9.32349618696927 -1
"266" -18.6899090625044 6.40319196769955 1
"267" 7.74811562898237 4.80274035128467 1
"268" 0.4030068871405 8.82192344969065 1
"269" 1.30127072564471 12.4530904489394 1
"270" 0.812378232343493 -10.9814810436551 -1
"271" -8.53243013527963 -0.0158378596610607 -1
"272" -0.878528153178303 -8.75486675500141 -1
"273" 14.8181239662573 -8.54414191370021 -1
"274" 0.310075062895939 -9.55350332906017 -1
"275" -17.433039600067 5.24383507497155 1
"276" -1.93829757592077 9.90043360334953 1
"277" 18.9147051697575 -2.08994478508521 -1
"278" -13.8002813025842 6.65991406783032 1
"279" 18.1216134757777 -0.219679500892082 -1
"280" -4.14718196356603 -3.38621482453984 -1
"281" 4.51260379647413 -10.905013398133 -1
"282" -2.44750946874224 -10.4103604831425 -1
"283" 2.62916259427188 10.8890110679525 1
"284" -7.87795886063645 9.68413267275367 1
"285" 20.9489581474789 -0.6113435608255 -1
"286" -7.64964020510345 12.2377628554959 1
"287" -9.94753002894136 12.2248337932424 1
"288" -5.04541628402162 -2.1916479548832 -1
"289" 0.447734156087635 -11.7337078150664 -1
"290" 15.5337286992909 -8.92454650145406 -1
"291" -3.07356193387951 13.0584890613475 1
"292" 14.799932878094 -7.32283741712366 -1
"293" -15.3528252012891 7.86592117790434 1
"294" 16.6234456026365 -1.60461569305225 -1
"295" -0.488054099433935 -12.5349687869259 -1
"296" 4.00972991393416 -10.6831070051224 -1
"297" -2.14358632744866 -9.13932636876194 -1
"298" -13.937454400302 6.41895896689758 1
"299" -5.54317792484935 12.171894481768 1
"300" -20.1424894210692 2.94058004224286 1
"301" 12.5179647381405 -8.45568975703008 -1
"302" 1.02912349582601 10.3292781771512 1
"303" -20.7129984868392 2.03047928830718 1
"304" 9.60862536649092 -10.1524415050066 -1
"305" -17.9923431959445 3.15039317928108 1
"306" 1.43518578963323 -9.31132929734544 -1
"307" 10.2742392424557 -9.09789477421779 -1
"308" 16.5285449299384 -9.03466570227282 -1
"309" 2.54129235052681 -11.8731814927461 -1
"310" 19.8623645148675 -3.62093405909126 -1
"311" -10.7908034111423 13.7148167560584 1
"312" 6.44230949864379 1.0978183266331 1
"313" -8.97236589084954 10.2479582685897 1
"314" -15.7510860845886 6.85132885665122 1
"315" 5.82918897736312 3.89147224381129 1
"316" 10.7528384792303 -13.9459991187499 -1
"317" -3.08768686372233 9.64314219578579 1
"318" -14.0768754694689 8.5438925207596 1
"319" -15.6755467647472 4.07552650585108 1
"320" -13.6251038696505 10.6258480238702 1
"321" -4.62090952269609 -5.08532497780506 -1
"322" -16.2235133860997 9.80593255682034 1
